,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({85}),frozenset({86}),1.0,0.9753815854258986,0.9753815854258986,0.9753815854258986,1.0,0.0,1.0
1,frozenset({86}),frozenset({85}),0.9753815854258986,1.0,0.9753815854258986,1.0,1.0,0.0,inf
2,frozenset({34}),frozenset({85}),0.9741506646971935,1.0,0.9741506646971935,1.0,1.0,0.0,inf
3,frozenset({85}),frozenset({34}),1.0,0.9741506646971935,0.9741506646971935,0.9741506646971935,1.0,0.0,1.0
4,frozenset({34}),frozenset({86}),0.9741506646971935,0.9753815854258986,0.9731659281142294,0.9989891331817033,1.0242033970176878,0.022997308338187916,24.353766617430725
5,frozenset({86}),frozenset({34}),0.9753815854258986,0.9741506646971935,0.9731659281142294,0.997728419989904,1.0242033970176878,0.022997308338187916,11.379451829968511
6,"frozenset({34, 85})",frozenset({86}),0.9741506646971935,0.9753815854258986,0.9731659281142294,0.9989891331817033,1.0242033970176878,0.022997308338187916,24.353766617430725
7,"frozenset({34, 86})",frozenset({85}),0.9731659281142294,1.0,0.9731659281142294,1.0,1.0,0.0,inf
8,"frozenset({85, 86})",frozenset({34}),0.9753815854258986,0.9741506646971935,0.9731659281142294,0.997728419989904,1.0242033970176878,0.022997308338187916,11.379451829968511
9,frozenset({34}),"frozenset({85, 86})",0.9741506646971935,0.9753815854258986,0.9731659281142294,0.9989891331817033,1.0242033970176878,0.022997308338187916,24.353766617430725
10,frozenset({85}),"frozenset({34, 86})",1.0,0.9731659281142294,0.9731659281142294,0.9731659281142294,1.0,0.0,1.0
11,frozenset({86}),"frozenset({34, 85})",0.9753815854258986,0.9741506646971935,0.9731659281142294,0.997728419989904,1.0242033970176878,0.022997308338187916,11.379451829968511
12,frozenset({90}),frozenset({85}),0.9217134416543574,1.0,0.9217134416543574,1.0,1.0,0.0,inf
13,frozenset({85}),frozenset({90}),1.0,0.9217134416543574,0.9217134416543574,0.9217134416543574,1.0,0.0,1.0
14,frozenset({90}),frozenset({34}),0.9217134416543574,0.9741506646971935,0.8980797636632201,0.9743589743589743,1.0002138372115628,0.00019200181528988836,1.008124076809454
15,frozenset({34}),frozenset({90}),0.9741506646971935,0.9217134416543574,0.8980797636632201,0.9219105382865808,1.0002138372115628,0.00019200181528988836,1.0025239850281804
16,"frozenset({90, 34})",frozenset({85}),0.8980797636632201,1.0,0.8980797636632201,1.0,1.0,0.0,inf
17,"frozenset({90, 85})",frozenset({34}),0.9217134416543574,0.9741506646971935,0.8980797636632201,0.9743589743589743,1.0002138372115628,0.00019200181528988836,1.008124076809454
18,"frozenset({34, 85})",frozenset({90}),0.9741506646971935,0.9217134416543574,0.8980797636632201,0.9219105382865808,1.0002138372115628,0.00019200181528988836,1.0025239850281804
19,frozenset({90}),"frozenset({34, 85})",0.9217134416543574,0.9741506646971935,0.8980797636632201,0.9743589743589743,1.0002138372115628,0.00019200181528988836,1.008124076809454
20,frozenset({34}),"frozenset({90, 85})",0.9741506646971935,0.9217134416543574,0.8980797636632201,0.9219105382865808,1.0002138372115628,0.00019200181528988836,1.0025239850281804
21,frozenset({85}),"frozenset({90, 34})",1.0,0.8980797636632201,0.8980797636632201,0.8980797636632201,1.0,0.0,1.0
